268302662,7805543
463005569,1541890413
173924839,408711545
14048190,288059112
226827493,238896813
520536594,354454799
199158775,633632693
253957554,425949668
287889724,190109579
43515318,335011461
32987561,817397225
275202694,1966426129
20686346,14574891
191641076,326266112
1527791449,1519815191
344532728,1912298068
1930543288,30771875
181992249,279831137
291724004,184466747
1170966293,1269004448
9280240,283161671
15411105,248601991
255534668,205559893
1368436276,28101186
205697828,271651767
191185997,460382619
8177574,2252025146
210189342,272143723
3210468870,35380008
33278835,183238952
12371934,6741632
348161605,288619432
233909251,1014875462
33546119,1201582320
3504244670,1535673662
582651,2263409701
1878620,1546241145
2876964507,235701896
1137477,16575155
42497922,568887097
268089541,26268309
203242220,14206273
4466117,327728950
17488177,986288950
31531575,283190817
6673378,175789477
744986572,6724798
3026597432,297877698
37382486,331090141
182352374,26298076
326177674,24503656
1538587148,231655460
1944782,2159872369
31585482,2475680085
272975159,1952564098
41198990,270373811
1489601180,1691954828
4168056982,1652495489
1200965178,374500850
316686977,268755695
1927009537,726341
241494676,211412458
193882272,291744960
469405502,1175234338
306025769,12609767
2243936643,12189117
1472274547,2333223544
255252572,1546526847
3208122,229848104
2181164623,438693386
208539853,19552388
28555952,484251144
347937344,209285874
319729791,1831490451
4384987,584062708
286584682,229191251
215605322,31835471
535805975,31989765
339799518,51219836
309034603,755563863
268710249,2681387591
418594589,1192549185
1666567513,538448099
257458514,37079931
43097596,1701364038
1631284130,3195565452
39898069,1730330790
1958163360,1142630386
117806,1999337835
316829321,3430722823
5150662,2025786731
185394539,7700244
2022616678,1504113315
1559944,279090433
3188842013,184068174
268195152,51058551
1774826562,413025230
230888472,940330
28786523,304624677
774685662,3089351269
1542806270,26825001
31678618,177528747
1396112706,8486342
358894782,1954991957
229401908,562986421
284096162,1328004151
6932597,3014403961
1495152308,375571608
355381983,318163039
2222413565,366360891
466598212,3925977293
290028274,1488046737
305971029,745141012
174923260,410233052
13987158,190888245
1196465235,1973734229
2127284097,14638847
6003082,353732904
221746733,177342910
3689052,1481772241
1664241795,4761373
8046568,329586507
623679094,1158415864
641696460,5473208
1027243,32440927
23118600,2219716895
244749337,47610431
11413111,1037549942
18090151,2069148451
42271366,3882788
999454374,1385083
553529426,18074365
23428041,29108688
21892635,38320993
55535568,502211578
266787645,1590051061
379072060,43100667
44112044,1550494980
423386049,15270589
51118859,196566268
240881596,181679358
1667065607,194754692
1571270333,266388670
2240885989,10256178
1707599878,246129748
33104688,626782528
1295091614,586068883
37003511,185742735
237892326,225924833
193244321,792474218
28136021,255703960
9311251,220413196
326479,2218447077
1106638106,3007095151
263326684,180887361
17463226,8093321
855086,568530315
179251633,230484544
1900872587,26465242
1557369429,19401417
2081891752,441672
35440087,274254221
182037369,2293923992
519946903,2121388997
679203332,620828936
337675,7442809
2257654042,1268864719
1283951597,1574600831
24344080,1483667781
1738969204,40169447
1416068770,2086190059
12343556,19340695
2306104134,203134678
341299457,20921401
390160352,4087347518
270673358,3921978908
1279975824,369372468
1827042531,3386407
1773252708,28083889
2346329648,32160802
1620970841,1293134778
7312693,20797736
48808270,2237920176
1817546735,13353907
22092734,3603240488
10372981,43555963
241884888,2940278352
2711329367,2076711461
1469376558,11778358
276198208,1118135255
50300488,1315491
33901881,5558679
14705996,104831421
2417525652,365557045
509272505,15283970
86189,405638381
214913340,506638274
23510996,144790599
3076026829,14842947
465519406,395701156
46250492,29251006
300902841,388334292
21450472,179668853
3651588441,18386306
48309983,2964307667
596972481,1499326207
48230408,209779611
42134524,32336636
290081528,202316740
4092198,282783820
570886747,642491877
51929708,888461347
329503430,541020200
51959991,1955294401
334419732,1535869484
248164010,1480007084
256227813,214929346
938873646,221209276
9877360,185119213
194804210,1820642027
325290113,1257482249
2396429,185543059
325189334,2057494798
15455260,266355398
1503659575,1115151040
1167702885,14632466
605906499,365523850
2276562534,207584991
289466018,2251288274
22229500,1933145941
625228221,484945386
42472753,403921774
1557566069,2180527595
333300161,2256048566
515747666,597890405
228609575,234415980
394111,224315249
209578405,6143102
2261748929,328269992
2837196427,7485744
8816439,1836530638
1173011401,20124932
838342165,1683162546
203223179,3108811557
1979803564,355236725
331760086,755799049
2969047577,1973729125
3776997342,2320031926
2330623,21664846
1451422136,382261265
3508027,198327690
14208053,1234076
7304627,493764467
